SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,PacketSize,Duration,Flag,Anomaly
192.168.179.249,10.0.140.10,38945,398,UDP,486,0.01721189955454364,SYN,0
192.168.17.121,10.0.125.86,5922,912,UDP,548,0.6436029250787926,FIN,0
192.168.203.24,10.0.93.123,63205,771,TCP,444,0.008341756982191525,PSH,0
192.168.25.142,10.0.58.236,19586,393,TCP,445,1.3532919156468848,ACK,0
192.168.235.12,10.0.248.51,65534,47,ICMP,473,0.3088087413562296,ACK,0
192.168.95.100,10.0.69.209,11895,341,TCP,587,1.4063047292995807,SYN,0
192.168.254.202,10.0.27.55,8634,498,TCP,563,0.6540498362300756,PSH,0
192.168.61.196,10.0.40.171,44869,606,TCP,580,0.11428137846281354,RST,0
192.168.81.213,10.0.5.112,28406,478,ICMP,515,2.5169157603933208,ACK,0
192.168.102.98,10.0.203.102,16815,1020,UDP,517,1.1972123262935361,FIN,0
192.168.19.26,10.0.144.231,59071,426,TCP,616,1.2887937282940083,FIN,0
192.168.7.126,10.0.223.180,36336,426,TCP,414,0.2624823477562632,FIN,0
192.168.63.40,10.0.184.25,39314,736,TCP,618,0.13420179211725652,RST,0
192.168.202.26,10.0.136.122,3394,791,TCP,517,3.089603087555692,RST,0
192.168.181.166,10.0.255.184,20689,515,UDP,504,0.42509510433704906,RST,0
192.168.113.229,10.0.239.135,5734,129,TCP,449,0.26715479705333944,PSH,0
192.168.93.181,10.0.155.90,1352,835,TCP,621,2.1071347389660873,PSH,0
192.168.45.247,10.0.251.159,47475,249,TCP,584,0.6223916956987234,PSH,0
192.168.252.171,10.0.182.120,39371,741,TCP,364,1.0617635687271754,RST,0
192.168.222.237,10.0.244.22,21636,839,ICMP,532,0.3096014044171069,ACK,0
192.168.134.137,10.0.50.75,46914,131,TCP,427,3.477772793174636,ACK,0
192.168.132.200,10.0.44.118,7818,740,TCP,473,0.6424945968253427,ACK,0
192.168.206.123,10.0.150.107,33912,689,UDP,348,0.5522618351026544,PSH,0
192.168.102.84,10.0.34.166,7773,323,TCP,515,0.0668176476941968,PSH,0
192.168.226.193,10.0.27.239,47555,823,TCP,520,1.2310767858118912,ACK,0
192.168.134.34,10.0.192.151,51140,900,TCP,527,0.778760280790393,RST,0
192.168.74.54,10.0.90.205,21632,543,TCP,459,3.387924445792653,ACK,0
192.168.110.252,10.0.115.164,16474,66,ICMP,472,0.13654087165943413,ACK,0
192.168.78.37,10.0.181.25,4699,718,TCP,311,0.49601761243858933,SYN,0
192.168.82.236,10.0.10.138,55870,101,TCP,596,0.29308404232035856,PSH,0
192.168.8.163,10.0.104.243,19484,832,UDP,322,1.101513682291906,SYN,0
192.168.54.194,10.0.68.196,57041,31,TCP,539,0.0743932376147009,SYN,0
192.168.149.65,10.0.252.172,39435,885,UDP,477,4.907945452099002,FIN,0
192.168.78.89,10.0.203.101,58700,191,TCP,557,1.2528301559526307,SYN,0
192.168.78.184,10.0.217.139,12584,578,TCP,515,0.4800761258480669,RST,0
192.168.94.46,10.0.154.38,55425,415,TCP,401,0.459384053807599,ACK,1
192.168.181.104,10.0.9.6,51492,815,TCP,556,0.6548844614268083,FIN,0
192.168.29.97,10.0.117.48,51372,747,TCP,495,1.1968906152004293,RST,0
192.168.93.211,10.0.197.241,33487,790,TCP,477,0.8952211256244531,FIN,0
192.168.172.55,10.0.169.16,32687,714,TCP,522,0.6616919069943975,FIN,0
192.168.190.168,10.0.116.13,49175,500,TCP,615,0.21742020360566325,FIN,0
192.168.25.231,10.0.162.235,4194,862,TCP,464,0.1909076584777285,SYN,0
192.168.199.63,10.0.71.67,59797,737,TCP,537,2.474274109619242,RST,0
192.168.245.222,10.0.48.25,34147,595,TCP,521,0.8021750736145054,FIN,0
192.168.125.18,10.0.139.194,29834,46,TCP,457,0.8672772545380253,FIN,0
192.168.58.137,10.0.86.11,10742,89,TCP,441,0.5670603960509216,ACK,0
192.168.28.70,10.0.226.105,62265,698,UDP,399,1.2314301086371324,SYN,0
192.168.203.176,10.0.191.217,63661,375,TCP,550,1.6174283901037325,PSH,0
192.168.251.71,10.0.48.207,1052,701,TCP,440,0.5297365513626754,RST,0
192.168.53.212,10.0.114.56,63394,246,TCP,373,0.05405757033257146,ACK,0
192.168.120.2,10.0.172.46,48623,558,TCP,494,0.29090382810254467,PSH,0
192.168.248.172,10.0.144.154,18421,257,UDP,597,1.7238416425546046,PSH,0
192.168.161.59,10.0.191.122,44686,352,TCP,616,0.8214431245603271,RST,0
192.168.156.198,10.0.223.14,42811,921,TCP,214,2.1310200424894568,RST,0
192.168.62.168,10.0.127.183,46430,573,TCP,512,0.4808659808042233,PSH,0
192.168.165.39,10.0.213.221,48681,105,ICMP,552,0.3782864907737697,SYN,0
192.168.6.228,10.0.36.8,3048,337,TCP,547,0.0014222970131177383,RST,1
192.168.36.57,10.0.138.202,58666,526,TCP,491,0.19870489844704958,FIN,0
192.168.197.45,10.0.84.194,39631,301,TCP,660,0.40820868973276114,SYN,0
192.168.205.170,10.0.244.14,60233,77,TCP,625,0.08278755010077354,RST,0
192.168.29.131,10.0.154.198,62384,511,TCP,491,0.9278537439878951,FIN,0
192.168.146.170,10.0.162.53,14527,230,TCP,458,4.5771189663615575,RST,0
192.168.204.59,10.0.217.139,55967,679,TCP,533,0.05997373641178133,RST,0
192.168.242.169,10.0.227.102,11327,578,TCP,547,0.4973763048780535,SYN,0
192.168.187.99,10.0.35.37,18162,32,TCP,505,0.5109635525846199,FIN,0
192.168.32.81,10.0.229.106,26369,608,TCP,513,0.07238861115208861,PSH,0
192.168.141.203,10.0.251.97,53911,58,TCP,653,0.20512353817642417,ACK,0
192.168.243.12,10.0.77.30,51414,104,TCP,655,0.6030230956117484,PSH,0
192.168.185.82,10.0.100.86,30529,312,TCP,578,3.1137817681882556,FIN,0
192.168.128.146,10.0.153.162,60581,646,TCP,592,0.8443824534085788,ACK,0
192.168.37.205,10.0.164.104,2930,729,TCP,585,0.10518670025409611,SYN,0
192.168.89.240,10.0.34.72,41191,67,TCP,480,1.3554662779529922,ACK,0
192.168.34.95,10.0.116.253,8985,978,TCP,544,1.9469271174392941,SYN,0
192.168.44.110,10.0.61.89,27164,690,TCP,526,1.6511855472458115,SYN,0
192.168.137.19,10.0.101.240,59586,374,UDP,623,1.7055830331579411,PSH,0
192.168.39.145,10.0.97.176,54777,759,UDP,529,1.6700042488884328,ACK,0
192.168.175.85,10.0.155.143,59725,806,UDP,585,0.2520615102591969,SYN,1
192.168.219.70,10.0.185.63,13055,235,TCP,487,0.9017986515881189,ACK,0
192.168.8.146,10.0.33.46,16152,643,TCP,569,0.17747856655550884,FIN,0
192.168.46.148,10.0.25.9,16687,112,TCP,527,0.3980372679188706,PSH,0
192.168.192.152,10.0.169.148,65344,389,UDP,424,0.5400379316546817,FIN,0
192.168.108.152,10.0.21.80,35252,408,TCP,572,0.5655037743767366,ACK,0
192.168.164.116,10.0.24.249,16706,54,TCP,603,0.576042025041969,RST,0
192.168.254.92,10.0.15.223,57845,802,TCP,335,1.530219234304109,ACK,0
192.168.94.16,10.0.89.72,16217,239,TCP,325,0.9680702044591429,SYN,0
192.168.244.206,10.0.53.251,29585,752,TCP,523,1.0266061641723045,PSH,0
192.168.0.208,10.0.230.9,51592,295,TCP,539,1.46386954976862,RST,0
192.168.70.5,10.0.110.104,44837,112,TCP,409,0.23181994609373924,ACK,0
192.168.129.44,10.0.128.47,8790,88,TCP,528,0.6244150714822544,PSH,0
192.168.222.250,10.0.124.205,30868,740,TCP,490,1.9322860609773236,SYN,0
192.168.81.171,10.0.251.186,30456,476,UDP,296,1.2231668815663645,ACK,0
192.168.7.19,10.0.127.56,30528,304,UDP,517,2.1210553871388957,FIN,1
192.168.254.25,10.0.39.53,51604,305,TCP,402,0.6037127106512141,RST,0
192.168.69.187,10.0.153.210,38170,290,TCP,557,1.4519193570156053,PSH,0
192.168.45.39,10.0.76.80,41321,208,TCP,449,0.30922664669642097,ACK,0
192.168.157.19,10.0.32.75,21882,868,TCP,535,2.0233622251481247,PSH,0
192.168.103.147,10.0.225.32,62661,903,TCP,617,0.35194842094886514,RST,0
192.168.124.193,10.0.246.224,61430,786,UDP,458,0.41642398716869716,FIN,0
192.168.220.232,10.0.201.42,4095,582,ICMP,487,1.2646582496652483,ACK,0
192.168.206.119,10.0.38.195,17963,370,TCP,624,1.377369335927667,RST,0
192.168.232.104,10.0.245.201,25955,220,TCP,556,0.05403643955828296,SYN,0
192.168.18.145,10.0.240.156,51739,231,TCP,492,0.1627201036819015,ACK,0
192.168.242.56,10.0.150.187,45484,802,TCP,647,0.2872976840182455,SYN,0
192.168.37.43,10.0.72.247,2064,819,UDP,478,8.91817078739732,FIN,0
192.168.218.126,10.0.90.26,3710,873,TCP,477,1.7284747147911987,FIN,0
192.168.247.60,10.0.17.209,13690,349,TCP,409,1.2554320451093348,ACK,0
192.168.40.205,10.0.53.127,63143,255,TCP,555,3.308729343281916,PSH,0
192.168.94.34,10.0.69.127,36345,452,TCP,396,1.162173301023675,PSH,0
192.168.224.167,10.0.136.139,2803,142,TCP,634,1.1765016608779864,PSH,0
192.168.199.173,10.0.68.21,14210,69,UDP,443,2.284537343424162,PSH,0
192.168.14.118,10.0.174.229,17483,89,TCP,545,0.35947396248548064,RST,0
192.168.173.179,10.0.44.232,21734,871,UDP,504,0.0017599904830609987,ACK,0
192.168.243.167,10.0.245.197,23243,136,TCP,551,1.2550795668326116,PSH,0
192.168.215.91,10.0.172.253,6081,655,TCP,540,0.16973713933650147,FIN,0
192.168.121.216,10.0.10.188,61687,1019,ICMP,509,0.33861078437597925,ACK,0
192.168.106.241,10.0.251.176,19757,851,UDP,463,1.7288105030980014,PSH,0
192.168.158.52,10.0.215.61,20181,699,UDP,525,1.5046953195519839,SYN,0
192.168.59.155,10.0.41.58,36054,523,TCP,624,0.6439267707294997,ACK,0
192.168.46.162,10.0.73.71,20637,660,TCP,469,0.11019127540193345,PSH,0
192.168.195.85,10.0.30.170,44100,951,TCP,387,0.35426329842549253,RST,1
192.168.158.49,10.0.140.151,50568,804,TCP,565,0.6453642201548943,SYN,0
192.168.15.245,10.0.199.210,18516,850,TCP,526,1.461788964268668,SYN,0
192.168.171.47,10.0.41.160,21770,910,TCP,635,4.180748943090705,FIN,0
192.168.119.32,10.0.214.179,6212,442,UDP,554,0.982384651613313,PSH,0
192.168.74.12,10.0.163.24,42594,38,TCP,624,0.05483901237132417,PSH,0
192.168.81.31,10.0.202.101,63834,857,UDP,673,0.24991320503270417,ACK,0
192.168.35.91,10.0.87.124,30704,208,TCP,471,0.30047734766413814,FIN,0
192.168.12.199,10.0.47.71,38849,210,UDP,489,1.0063153176530282,SYN,0
192.168.178.125,10.0.179.124,61143,513,TCP,610,0.018596962392038546,RST,0
192.168.193.70,10.0.26.254,37790,360,TCP,507,0.706351011658758,PSH,1
192.168.144.145,10.0.217.82,9888,577,TCP,459,5.453686456954106,SYN,0
192.168.233.205,10.0.221.200,56742,1,UDP,473,1.4639380699910702,PSH,0
192.168.145.123,10.0.223.42,37469,755,ICMP,437,1.466942311017957,PSH,0
192.168.3.183,10.0.109.114,6820,981,TCP,298,1.3679997084213826,RST,0
192.168.25.1,10.0.190.179,48242,381,TCP,564,1.1501096572289375,RST,0
192.168.71.108,10.0.229.119,40155,828,TCP,427,0.3543453102001199,RST,0
192.168.237.102,10.0.49.174,9147,537,TCP,354,1.52742664665987,ACK,0
192.168.156.80,10.0.237.32,9246,859,TCP,587,1.0381361278321182,RST,0
192.168.222.128,10.0.91.17,25098,394,TCP,356,0.2599412002231297,RST,0
192.168.205.77,10.0.99.219,47446,50,UDP,612,3.863225558314214,RST,0
192.168.229.152,10.0.44.127,51576,396,TCP,566,4.1684925965526665,RST,0
192.168.230.237,10.0.194.185,30849,860,TCP,544,0.46826469278160054,FIN,0
192.168.158.227,10.0.244.1,37863,753,TCP,382,1.3991092539079926,ACK,0
192.168.45.108,10.0.250.164,42600,32,UDP,317,1.1437155410191842,PSH,0
192.168.103.99,10.0.5.1,63002,545,TCP,427,0.8768544900136745,ACK,0
192.168.177.110,10.0.65.44,3810,712,UDP,246,0.1994906182960026,ACK,0
192.168.17.66,10.0.224.148,57345,234,TCP,266,0.6308246009003847,ACK,0
192.168.169.9,10.0.217.199,34662,26,TCP,585,1.3090801006408876,RST,0
192.168.11.105,10.0.82.189,37988,554,ICMP,701,4.451461016796359,ACK,0
192.168.125.91,10.0.141.79,45588,434,TCP,511,0.9509222693323723,FIN,0
192.168.161.179,10.0.172.47,27012,61,UDP,503,1.395077458463076,PSH,0
192.168.112.121,10.0.226.130,36531,553,UDP,439,2.4521481872288478,ACK,0
192.168.101.10,10.0.148.243,34732,441,TCP,589,0.9513528031816925,PSH,0
192.168.197.250,10.0.100.1,34132,130,TCP,345,1.446132640599629,SYN,0
192.168.139.145,10.0.5.57,61276,867,UDP,519,0.6126040208461451,SYN,0
192.168.218.158,10.0.254.129,30739,354,UDP,684,0.34515785089615675,ACK,0
192.168.95.247,10.0.20.108,24830,198,ICMP,516,0.6793221892359681,FIN,0
192.168.237.113,10.0.146.109,37925,799,UDP,471,0.09316759146504562,SYN,0
192.168.40.29,10.0.174.214,18067,663,TCP,653,2.6592201169665453,SYN,0
192.168.183.36,10.0.157.189,11249,716,TCP,690,0.3716853347658001,FIN,0
192.168.194.58,10.0.44.169,10776,694,TCP,650,0.6181001961489605,RST,0
192.168.164.53,10.0.212.139,4481,371,TCP,491,1.0595226330293754,ACK,0
192.168.25.178,10.0.155.154,43640,924,TCP,584,0.7021769343883448,SYN,0
192.168.189.152,10.0.249.179,53151,719,UDP,652,0.3323729406083697,FIN,0
192.168.238.185,10.0.139.155,10265,147,TCP,450,4.153568676338813,SYN,0
192.168.4.46,10.0.99.179,1477,716,UDP,411,1.8858095611740764,PSH,0
192.168.188.90,10.0.91.2,10920,498,TCP,542,0.10846261054726432,SYN,0
192.168.56.42,10.0.107.185,58360,48,TCP,398,0.45789944609899974,PSH,0
192.168.82.119,10.0.72.43,22850,770,TCP,380,0.21603514536228402,RST,0
192.168.211.173,10.0.193.142,12000,651,TCP,444,0.6513767432929215,FIN,0
192.168.105.110,10.0.206.129,49664,172,TCP,415,0.2341993477362081,RST,0
192.168.153.61,10.0.241.7,34610,613,UDP,402,0.3743639908329143,PSH,0
192.168.40.219,10.0.105.121,5892,699,TCP,515,0.7358429644230512,SYN,0
192.168.160.158,10.0.187.96,17420,896,TCP,528,0.15558402543989164,RST,0
192.168.148.235,10.0.251.137,32658,315,TCP,362,1.9728843311005504,PSH,0
192.168.171.157,10.0.188.202,13195,376,TCP,538,0.45043685492188734,RST,0
192.168.201.90,10.0.146.84,25135,806,TCP,518,2.4568999192620824,PSH,0
192.168.144.106,10.0.247.181,34712,921,TCP,398,0.030552256149239752,SYN,0
192.168.222.64,10.0.197.228,22328,875,TCP,502,1.4770971224463518,RST,0
192.168.152.249,10.0.166.55,52594,533,TCP,526,2.0021197337106234,FIN,1
192.168.169.193,10.0.2.149,43298,810,UDP,536,4.1714543291469415,RST,0
192.168.134.224,10.0.73.67,40267,420,TCP,589,0.14141374630073325,PSH,0
192.168.149.191,10.0.214.74,29277,905,TCP,581,0.5687177140740551,ACK,0
192.168.113.79,10.0.105.5,32004,396,ICMP,504,1.4284037789756656,SYN,0
192.168.131.202,10.0.57.57,3041,522,TCP,410,0.720638997514966,RST,0
192.168.37.203,10.0.66.39,8981,187,TCP,452,1.7192001817258418,PSH,0
192.168.156.157,10.0.88.89,50022,1006,UDP,521,4.1291531647151904,FIN,1
192.168.62.102,10.0.235.95,43212,645,UDP,629,1.4132396702760495,SYN,0
192.168.125.193,10.0.9.67,5816,33,TCP,270,1.355527032277975,SYN,0
192.168.124.214,10.0.38.36,57006,69,TCP,510,0.8390884756937252,FIN,0
192.168.132.71,10.0.83.108,14261,592,TCP,485,0.6220579676174296,FIN,0
192.168.230.73,10.0.201.79,52610,191,ICMP,527,1.8019472708473363,PSH,0
192.168.115.148,10.0.122.178,17275,101,TCP,362,0.26510844685415286,RST,0
192.168.138.225,10.0.191.188,20276,485,TCP,591,1.9765361351070836,SYN,0
192.168.209.68,10.0.1.147,11731,285,TCP,497,1.8161794922285066,ACK,1
192.168.8.135,10.0.143.215,35230,914,TCP,473,1.3363162728661109,FIN,0
192.168.87.38,10.0.161.95,29764,733,TCP,539,1.1903475352120538,FIN,0
192.168.114.13,10.0.227.60,4567,390,UDP,532,0.008114601326800162,SYN,0
192.168.168.129,10.0.50.74,45159,565,UDP,502,4.648044100272083,FIN,0
192.168.215.33,10.0.77.169,51957,978,TCP,445,0.49743623761366584,FIN,0
192.168.244.186,10.0.217.109,49312,160,UDP,478,0.4777516895327,RST,0
192.168.111.254,10.0.90.38,40135,892,TCP,502,4.45440068962267,PSH,0
192.168.138.26,10.0.129.126,36055,554,TCP,682,0.27692566292809656,PSH,0
192.168.127.41,10.0.224.110,43953,47,TCP,511,3.0604144244366998,FIN,0
192.168.53.248,10.0.1.52,1235,159,TCP,566,0.4864445721906621,ACK,1
192.168.4.229,10.0.77.207,58875,446,TCP,586,0.10334613249216235,FIN,0
192.168.228.34,10.0.30.124,56335,696,UDP,502,0.7403910564297198,ACK,1
192.168.31.177,10.0.35.16,47601,758,TCP,636,1.2249587604091416,ACK,0
192.168.88.30,10.0.25.37,40819,523,UDP,331,0.9391841522398805,ACK,0
192.168.245.195,10.0.130.81,1355,666,TCP,531,3.040116577671692,ACK,0
192.168.22.123,10.0.219.70,24268,732,TCP,610,0.48405385811196544,SYN,0
192.168.167.78,10.0.57.162,58220,155,TCP,551,0.5834044552555148,FIN,0
192.168.178.50,10.0.235.168,9193,339,TCP,321,0.2822716270650313,SYN,0
192.168.146.162,10.0.122.154,58918,953,ICMP,528,0.86237152560323,ACK,0
192.168.211.95,10.0.199.157,23128,365,TCP,495,2.8075395387501008,RST,0
192.168.172.121,10.0.244.155,42925,795,TCP,506,0.4240588182629444,PSH,0
192.168.67.220,10.0.125.169,15615,699,TCP,468,0.12212098069327815,FIN,0
192.168.64.10,10.0.114.194,32735,574,UDP,584,0.4558975866590002,FIN,0
192.168.125.3,10.0.103.63,49917,148,TCP,485,2.147286103307623,SYN,0
192.168.21.78,10.0.100.186,1751,899,TCP,628,2.3043123716989364,ACK,0
192.168.142.146,10.0.100.135,22383,144,UDP,515,0.13006440014163068,ACK,0
192.168.221.218,10.0.228.210,44846,103,TCP,440,1.4461718419408929,SYN,0
192.168.155.98,10.0.219.142,37035,812,ICMP,693,0.15273367008969663,FIN,0
192.168.32.38,10.0.107.142,50824,93,UDP,420,2.1578191169863183,SYN,0
192.168.114.146,10.0.204.134,38887,975,TCP,466,0.6447460014389048,PSH,0
192.168.27.211,10.0.76.89,47601,286,UDP,532,2.29032248249531,FIN,0
192.168.14.37,10.0.62.246,24022,424,UDP,351,0.07741768398152464,ACK,0
192.168.182.28,10.0.229.54,11953,119,UDP,520,0.07947200093190186,RST,0
192.168.69.200,10.0.222.248,64076,1009,TCP,440,2.738530688778543,RST,0
192.168.58.53,10.0.52.234,61115,961,UDP,726,1.4799097180717242,FIN,0
192.168.236.86,10.0.193.90,15866,29,TCP,475,0.15728203124385068,FIN,0
192.168.201.222,10.0.92.191,24543,1013,TCP,399,2.2117681905173545,ACK,0
192.168.182.136,10.0.72.64,18417,511,UDP,534,1.9226786602924864,RST,0
192.168.200.49,10.0.170.10,35342,30,UDP,510,0.7717238025123349,SYN,0
192.168.169.150,10.0.251.207,10019,872,TCP,581,0.18039815596702757,SYN,0
192.168.172.161,10.0.120.123,29680,366,TCP,413,0.5489366600635112,SYN,0
192.168.241.247,10.0.251.60,48958,800,UDP,653,0.7990965124843923,SYN,0
192.168.1.143,10.0.184.35,41284,138,UDP,536,0.23516348727629083,RST,0
192.168.220.249,10.0.58.149,46293,475,TCP,427,1.95517389713019,RST,0
192.168.40.237,10.0.12.97,16591,563,TCP,511,1.7930711697102395,ACK,0
192.168.111.242,10.0.130.237,29864,392,UDP,563,0.02358123055415113,FIN,0
192.168.35.67,10.0.206.8,53577,435,TCP,549,0.019843893785908305,RST,0
192.168.184.142,10.0.100.238,24855,804,TCP,378,0.5741926600475262,RST,0
192.168.152.49,10.0.106.238,14289,234,TCP,306,2.579733813408275,FIN,0
192.168.132.179,10.0.148.46,6448,55,TCP,363,1.46153245386477,PSH,0
192.168.167.102,10.0.179.15,21649,931,TCP,521,3.1812542971721447,SYN,0
192.168.198.57,10.0.202.119,15110,292,UDP,537,0.3340225640914939,RST,0
192.168.43.19,10.0.78.185,30211,752,TCP,233,3.447158499237181,RST,0
192.168.114.240,10.0.78.105,36953,312,TCP,528,0.7582341705851469,SYN,0
192.168.189.13,10.0.222.48,62916,548,TCP,425,0.9442144222174714,RST,0
192.168.104.76,10.0.45.230,21563,89,TCP,378,0.2599378737072212,FIN,0
192.168.93.49,10.0.28.116,57654,212,TCP,437,0.6187442635675396,RST,0
192.168.208.41,10.0.206.113,26127,957,TCP,505,1.4115178634860361,ACK,0
192.168.69.9,10.0.233.190,28898,318,UDP,490,0.43247475830003634,RST,0
192.168.127.50,10.0.227.207,10239,1012,UDP,276,0.07221244852746553,SYN,0
192.168.158.118,10.0.211.247,40409,877,TCP,645,1.8186367965559709,FIN,0
192.168.149.47,10.0.226.172,23068,757,TCP,564,0.03396488985580615,RST,0
192.168.135.105,10.0.117.180,12950,465,TCP,515,0.10124871106584597,PSH,0
192.168.106.168,10.0.246.20,48884,87,TCP,329,1.0136298710295797,FIN,0
192.168.55.5,10.0.34.252,32525,409,TCP,417,1.1041334142312362,FIN,0
192.168.154.60,10.0.23.92,30798,240,UDP,493,0.7981587748887455,PSH,0
192.168.230.183,10.0.224.68,26032,832,TCP,577,0.08094889429705023,RST,0
192.168.212.130,10.0.220.129,49952,700,UDP,608,1.4999279385524968,ACK,0
192.168.202.201,10.0.116.56,18584,57,TCP,750,0.9118187830690478,SYN,0
192.168.14.9,10.0.16.93,25364,113,UDP,515,1.1101021420077948,FIN,0
192.168.160.182,10.0.110.178,26000,735,TCP,434,0.0029051132154505484,ACK,0
192.168.72.146,10.0.248.72,49430,70,TCP,575,0.0920028863421767,SYN,0
192.168.143.98,10.0.21.172,60472,739,TCP,401,1.2762885319739836,SYN,0
192.168.25.40,10.0.217.41,28650,768,UDP,535,1.132503118851805,RST,0
192.168.45.166,10.0.131.36,33744,692,TCP,714,0.22108832536855091,ACK,0
192.168.249.113,10.0.198.31,36025,184,UDP,469,0.7029387882800122,FIN,0
192.168.146.17,10.0.28.182,60813,703,TCP,436,0.37455543987088685,FIN,0
192.168.238.68,10.0.120.62,5724,964,TCP,361,0.9805705087640273,RST,0
192.168.96.10,10.0.77.72,44819,744,TCP,514,1.5969590509426477,FIN,0
192.168.154.54,10.0.241.128,64669,276,UDP,350,0.20829794170750746,SYN,0
192.168.163.15,10.0.96.100,56082,233,TCP,389,1.0478392439871054,RST,0
192.168.79.59,10.0.179.28,8884,54,UDP,365,0.5698459743760038,SYN,0
192.168.187.243,10.0.140.200,8550,257,TCP,605,0.21412738543986928,SYN,0
192.168.24.42,10.0.56.158,39351,1005,TCP,483,0.5050529128381618,PSH,0
192.168.82.209,10.0.209.194,40524,90,TCP,636,0.11006952981294442,PSH,0
192.168.143.109,10.0.201.21,3537,738,TCP,521,1.0719581993556309,RST,0
192.168.200.87,10.0.108.37,8854,759,TCP,454,6.318580120851365,SYN,0
192.168.92.115,10.0.154.6,15805,906,TCP,561,1.3215022998151442,RST,0
192.168.172.187,10.0.204.61,60141,663,TCP,564,1.9104608862344763,PSH,0
192.168.81.51,10.0.186.249,57120,435,UDP,619,0.2558818508050765,RST,0
192.168.102.35,10.0.241.47,8934,625,TCP,411,0.1122595779803084,ACK,0
192.168.78.160,10.0.135.120,16871,408,TCP,501,0.0021488494021665036,RST,0
192.168.119.3,10.0.206.218,6673,269,UDP,384,1.307824858472717,ACK,0
192.168.69.5,10.0.104.154,51272,669,TCP,524,1.7323921129615123,RST,0
192.168.68.85,10.0.178.122,10144,954,TCP,230,0.2095960928336305,ACK,0
192.168.205.147,10.0.75.207,2975,366,TCP,400,0.6506321547036069,ACK,0
192.168.55.56,10.0.203.170,11189,859,TCP,424,0.879541164432934,ACK,0
192.168.104.225,10.0.165.9,15376,351,TCP,498,3.174588732986426,ACK,0
192.168.5.59,10.0.5.120,10770,299,TCP,602,2.452756832087381,FIN,0
192.168.11.57,10.0.71.142,44762,906,TCP,325,0.015863490365388318,FIN,0
192.168.101.65,10.0.153.216,30021,159,TCP,585,0.0504774140376127,RST,0
192.168.209.120,10.0.116.131,42978,487,TCP,533,3.1917767063318174,PSH,0
192.168.225.18,10.0.181.135,25207,842,TCP,541,0.05985565861155228,SYN,0
192.168.62.172,10.0.4.7,9828,984,TCP,472,0.8722784769230478,FIN,0
192.168.219.201,10.0.219.112,28193,737,TCP,572,0.0825938706112258,ACK,0
192.168.233.94,10.0.82.201,1619,526,TCP,481,1.0992267398180584,FIN,0
192.168.5.113,10.0.137.166,30616,355,UDP,410,0.20359761732221743,ACK,0
192.168.218.37,10.0.160.177,41667,621,UDP,480,0.03474635916190901,PSH,0
192.168.244.157,10.0.8.239,59209,930,UDP,511,0.3268818929851151,FIN,0
192.168.177.193,10.0.167.17,63689,401,TCP,396,0.7578820444788431,SYN,0
192.168.161.64,10.0.136.158,21847,405,TCP,256,0.765718780040681,SYN,1
192.168.29.45,10.0.14.80,6996,96,TCP,566,1.4419844957412566,FIN,0
192.168.142.165,10.0.239.192,16906,707,TCP,424,0.06238604262367952,FIN,0
192.168.189.54,10.0.114.89,1882,570,TCP,245,0.008216600418246027,SYN,0
192.168.28.21,10.0.249.96,6543,975,TCP,511,1.252488335918765,PSH,0
192.168.88.234,10.0.139.58,24793,392,UDP,483,3.084353423621594,RST,0
192.168.118.189,10.0.146.244,26044,352,UDP,364,0.2140711834164002,FIN,0
192.168.132.209,10.0.164.61,43772,806,TCP,434,0.16240835483929175,FIN,0
192.168.249.44,10.0.195.216,38109,666,TCP,596,0.420002751190229,SYN,0
192.168.120.8,10.0.150.159,20862,576,TCP,342,1.2114439271496238,SYN,0
192.168.110.70,10.0.200.26,45936,670,TCP,445,1.4346410372264526,SYN,0
192.168.67.12,10.0.31.125,13903,777,TCP,543,2.759711724080224,SYN,0
192.168.65.139,10.0.255.185,34822,633,TCP,346,1.6191080464388816,FIN,0
192.168.151.118,10.0.227.117,43279,288,TCP,682,0.028151149303826385,ACK,0
192.168.34.243,10.0.72.39,25314,523,TCP,586,0.23114722455752845,SYN,0
192.168.8.24,10.0.82.37,47097,726,TCP,671,0.4393268894229819,PSH,0
192.168.232.184,10.0.219.79,11279,162,TCP,497,2.935796384480758,PSH,0
192.168.83.246,10.0.193.187,2471,617,ICMP,652,0.9304149850026984,FIN,0
192.168.83.170,10.0.43.194,44029,914,UDP,512,5.604130923800712,SYN,0
192.168.67.75,10.0.165.240,30219,659,TCP,471,0.3821706602280592,RST,0
192.168.26.226,10.0.123.61,3874,182,TCP,387,2.543168972221962,SYN,0
192.168.191.15,10.0.17.3,29424,850,TCP,526,1.1994308915057619,FIN,0
192.168.224.209,10.0.75.128,60436,549,UDP,433,2.1809401788005904,RST,0
192.168.211.235,10.0.5.35,12977,82,TCP,428,2.559089544139053,FIN,0
192.168.132.170,10.0.235.199,41898,524,TCP,513,0.6033517712699252,ACK,0
192.168.236.187,10.0.186.190,60643,4,TCP,674,2.0553598060501828,PSH,0
192.168.52.213,10.0.30.220,24559,495,TCP,631,4.088705203433833,FIN,1
192.168.243.165,10.0.243.216,11024,555,TCP,581,1.0999642429393066,SYN,0
192.168.253.83,10.0.214.207,10527,923,TCP,495,0.29981612997727214,SYN,0
